seq_index;gene_name;score;offset;insertions;deletions;mismatches;length;5_p_align_offset;3_p_align_offset
8;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;113;-231;{};{};{5,15,21,22,29,33,40,47,54,56,57};54;0;53
8;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;113;-231;{};{};{5,15,21,22,29,33,40,47,54,56,57};54;0;53
8;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;94;-228;{};{};{5,15,21,22,29,33,40,45,47,54,56,57};54;0;53
8;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;113;-231;{};{};{5,15,21,22,29,33,40,47,54,56,57};54;0;53
8;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{1,5,19,21,33,40,47,54,56};54;0;53
8;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{1,5,21,33,40,42,47,54,56};54;0;53
8;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;113;-231;{};{};{1,5,21,33,34,40,42,47,54,56};54;0;53
8;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;113;-231;{};{};{1,5,19,21,29,33,40,47,54,56};54;0;53
8;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;132;-231;{};{};{1,5,21,32,33,40,47,54,56,57};54;0;53
8;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;208;-231;{};{};{5,29,47,54,56,57};54;0;53
8;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;246;-231;{};{};{47,54,56,57};54;0;53
8;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;265;-231;{};{};{54,56,57};54;0;53
8;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;94;-231;{};{};{1,5,15,21,22,29,33,40,47,54,56,57};54;0;53
8;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;75;-231;{};{};{1,5,15,18,21,22,29,33,40,47,54,56,57};54;0;53
8;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;151;-231;{};{};{0,1,5,21,29,40,47,54,56,57};54;0;53
8;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;151;-231;{};{};{0,1,5,21,29,40,47,54,56,57};54;0;53
8;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;151;-231;{};{};{0,1,5,21,29,40,47,54,56,57};54;0;53
8;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;151;-231;{};{};{0,1,5,21,29,40,47,54,56,57};54;0;53
8;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;132;-147;{};{};{0,1,5,18,21,29,40,47,54,56,57};54;0;53
9;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;66;-228;{};{};{2,10,12,14,15,18,23,25,32,41,42,56,57,58,59,60,61};56;0;55
9;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;85;-228;{};{};{2,10,12,14,15,23,32,36,41,42,56,57,58,59,60};56;0;55
9;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;66;-228;{};{};{2,10,12,14,15,23,27,32,36,41,42,56,57,58,59,60};56;0;55
9;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;66;-228;{};{};{2,10,11,12,14,15,23,32,36,41,42,56,57,58,59,60};56;0;55
9;X07192|TRBV12-3*01|Homo sapiens|F|V-REGION|426..715|290 nt|1| | | | |290+0=290| | |;66;-228;{};{};{10,12,15,18,20,22,23,24,25,35,36,56,57,58,59,60,61};56;0;55
9;K02546|TRBV12-4*01|Homo sapiens|F|V-REGION|158..447|290 nt|1| | | | |290+0=290| | |;66;-228;{};{};{10,12,15,18,20,22,23,24,25,35,36,56,57,58,59,60,61};56;0;55
9;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;85;-225;{};{};{5,8,9,11,15,16,17,18,25,36,56,57,58,59,60,61};56;0;55
9;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;275;-228;{};{};{56,58,59,60,61};56;0;55
9;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;275;-228;{};{};{56,58,59,60,61};56;0;55
9;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;85;-228;{};{};{4,10,12,13,18,22,32,36,41,42,56,57,58,59,60,61};56;0;55
9;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;85;-228;{};{};{4,10,12,13,18,22,32,36,41,42,56,57,58,59,60,61};56;0;55
9;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;66;-225;{};{};{4,10,12,13,18,22,32,36,41,42,48,56,57,58,59,60,61};56;0;55
9;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;85;-228;{};{};{4,10,12,13,18,22,32,36,41,42,56,57,58,59,60,61};56;0;55
9;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;104;-228;{};{};{10,12,13,18,22,25,36,41,42,56,57,58,59,60,61};56;0;55
9;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;85;-228;{};{};{10,12,13,18,22,25,36,41,42,45,56,57,58,59,60,61};56;0;55
9;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;66;-228;{};{};{10,12,13,18,22,25,36,37,41,42,45,56,57,58,59,60,61};56;0;55
9;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;85;-228;{};{};{10,12,13,18,22,25,32,36,41,42,56,57,58,59,60,61};56;0;55
9;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;85;-228;{};{};{10,12,13,18,22,25,35,36,41,42,56,57,58,59,60,61};56;0;55
9;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;104;-228;{};{};{10,12,13,18,22,32,36,41,42,56,57,58,59,60,61};56;0;55
9;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;85;-228;{};{};{10,12,13,18,21,22,32,36,41,42,56,57,58,59,60,61};56;0;55
9;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;85;-228;{};{};{0,3,10,12,13,18,22,25,32,41,42,56,57,58,59,60,61};56;0;55
9;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;85;-228;{};{};{0,3,10,12,13,18,22,25,32,41,42,56,57,58,59,60,61};56;0;55
9;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;85;-228;{};{};{0,3,10,12,13,18,22,25,32,41,42,56,57,58,59,60,61};56;0;55
9;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;85;-228;{};{};{0,3,10,12,13,18,22,25,32,41,42,56,57,58,59,60,61};56;0;55
9;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;66;-144;{};{};{0,3,10,12,13,18,21,22,25,32,41,42,56,57,58,59,60,61};56;0;55
10;U03115|TRBV10-3*01|Homo sapiens|F|V-REGION|14880..15166|287 nt|1| | | | |287+0=287| | |;90;-225;{};{};{2,4,17,19,22,24,25,36,42,52,57,58,59,60,61};57;0;56
10;U17047|TRBV10-3*02|Homo sapiens|F|V-REGION|84..365|282 nt|1| | | | |282+0=282| Extended by 2 | |;90;-222;{};{};{2,4,17,19,22,24,25,36,42,52,57,58,59,60,61};57;0;56
10;M11951|TRBV24-1*01|Homo sapiens|F|V-REGION|189..476|288 nt|1| | | | |288+0=288| | |;52;-225;{};{};{3,4,5,8,14,19,21,33,36,38,42,52,57,58,59,60,61,62};57;0;56
10;L36092|TRBV25-1*01|Homo sapiens|F|V-REGION|504596..504882|287 nt|1| | | | |287+0=287| | |;52;-225;{};{};{4,5,14,20,21,24,25,26,29,32,36,37,57,58,60,61};57;0;56
10;L36092|TRBV26*01|Homo sapiens|P|V-REGION|529534..529820|287 nt|1| | | | |287+0=287| | |;152;-225;{};{};{4,5,9,14,36,41,46,58,60,61};58;0;57
10;L36092|TRBV27*01|Homo sapiens|F|V-REGION|549224..549510|287 nt|1| | | | |287+0=287| | |;162;-225;{};{};{5,14,15,21,32,36,42,60,61};60;0;59
10;U08314|TRBV28*01|Homo sapiens|F|V-REGION|408..694|287 nt|1| | | | |287+0=287| | |;295;-225;{};{};{60};60;0;59
10;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;55;2;{};{};{14,15,16,19,20,21,24,26,27,28,29,32,34,35,36,37,38,39,41,43,44,45,46,47,49,54,55,56,58,62,63,65,66,67,68,69,71,72,73,74,75,76,78,79,81,82,83,84,86};12;2;13
11;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;147;-225;{};{};{2,6,14,15,35,36,41,57,58,59};57;0;56
11;U07977|TRBV3-1*01|Homo sapiens|F|V-REGION|5651..5934|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;71;-222;{};{};{2,3,6,8,10,11,14,23,26,32,36,57,59,61};57;0;56
11;L06889|TRBV3-1*02|Homo sapiens|(F)|V-REGION|58..336|279 nt|1| | | | |279+0=279| Extended by 8 | |;71;-225;{};{};{2,3,6,8,10,11,14,23,26,32,36,57,59,61};57;0;56
11;U66059|TRBV3-2*01|Homo sapiens|P|V-REGION|152052..152338|287 nt|1| | | | |287+0=287| | |;71;-225;{};{};{2,3,6,8,10,11,14,23,26,32,36,57,59,61};57;0;56
11;U07978|TRBV3-2*02|Homo sapiens|P|V-REGION|17502..17787|286 nt|1| | | | |286+0=286| Extended by 1 | |;71;-225;{};{};{2,3,6,8,10,11,14,23,26,32,36,57,59,61};57;0;56
11;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;52;-225;{};{};{0,2,5,6,11,12,14,15,32,35,36,42,53,57,58};57;0;56
11;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;52;-225;{};{};{0,2,5,6,11,12,14,15,32,35,36,42,53,57,58};57;0;56
11;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;52;-225;{};{};{2,5,6,10,12,14,15,25,32,35,36,42,57,58};57;0;56
11;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;285;-225;{};{};{58,59};58;0;57
12;U66059|TRBV10-1*01|Homo sapiens|F|V-REGION|214801..215087|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{0,8,14,15,23,32,35,41,51,52,53,54,55};51;0;50
12;AF009660|TRBV10-1*02|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{0,8,14,15,23,32,35,41,51,52,53,54,55};51;0;50
12;AF009660|TRBV10-1*04|Homo sapiens|F|V-REGION|54913..55199|287 nt|1| Found in Data! Indiv 7. Also found by BLAST | | | |287+0=287| | |;98;-231;{};{};{0,3,8,14,15,23,32,35,41,51,52,53,54,55};51;0;50
12;U66059|TRBV10-2*01|Homo sapiens|F|V-REGION|239867..240153|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{0,8,12,14,16,23,35,41,51,52,53,54,55};51;0;50
12;U03115|TRBV10-3*01|Homo sapiens|F|V-REGION|14880..15166|287 nt|1| | | | |287+0=287| | |;117;-231;{};{};{0,8,12,14,15,16,23,46,51,52,53,54,55};51;0;50
12;U17047|TRBV10-3*02|Homo sapiens|F|V-REGION|84..365|282 nt|1| | | | |282+0=282| Extended by 2 | |;117;-228;{};{};{0,8,12,14,15,16,23,46,51,52,53,54,55};51;0;50
12;L36092|TRBV27*01|Homo sapiens|F|V-REGION|549224..549510|287 nt|1| | | | |287+0=287| | |;65;-231;{};{};{0,9,11,12,13,14,18,19,23,26,30,52,54,55};52;0;51
12;X61446|TRBV6-1*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;231;-231;{};{};{0,23,51,52,54,55};51;0;50
12;X61445|TRBV6-2*01|Homo sapiens|F|V-REGION|412..698|287 nt|1| | | | |287+0=287| | |;255;-231;{};{};{52,53,54,55};52;0;51
12;U07978|TRBV6-3*01|Homo sapiens|F|V-REGION|29129..29415|287 nt|1| | | | |287+0=287| | |;255;-231;{};{};{52,53,54,55};52;0;51
12;X61653|TRBV6-4*01|Homo sapiens|F|V-REGION|426..712|287 nt|1| | | | |287+0=287| | |;136;-231;{};{};{4,8,13,14,20,23,51,52,53,54,55};51;0;50
12;U66059|TRBV6-5*01|Homo sapiens|F|V-REGION|265870..266156|287 nt|1| | | | |287+0=287| | |;198;-231;{};{};{0,3,4,23,52,53,54,55};52;0;51
12;L36092|TRBV6-6*01|Homo sapiens|F|V-REGION|284442..284728|287 nt|1| | | | |287+0=287| | |;217;-231;{};{};{0,7,23,52,53,54,55};52;0;51
12;AF009662|TRBV6-6*02|Homo sapiens|F|V-REGION|24864..25150|287 nt|1| | | | |287+0=287| | |;217;-231;{};{};{0,7,23,52,53,54,55};52;0;51
12;L36092|TRBV6-7*01|Homo sapiens|ORF|V-REGION|302725..303011|287 nt|1| | | | |287+0=287| | |;160;-231;{};{};{0,8,20,23,26,32,52,53,54,55};52;0;51
12;L36092|TRBV6-8*01|Homo sapiens|F|V-REGION|322240..322523|284 nt|1| | | | |284+0=284| | |;198;-228;{};{};{0,4,23,38,52,53,54,55};52;0;51
12;X61447|TRBV6-9*01|Homo sapiens|F|V-REGION|380..666|287 nt|1| | | | |287+0=287| | |;198;-231;{};{};{0,8,23,32,52,53,54,55};52;0;51
13;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;106;-231;{};{};{0,4,6,19,26,35,36,45,46,48,49,50,51,52,53,54,55};45;0;44
13;U07975|TRBV4-2*01|Homo sapiens|F|V-REGION|480..763|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;68;-228;{};{};{0,2,3,6,9,12,16,17,20,45,46,48,49,50,51,52,53,54,55};45;0;44
13;U66059|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;109;-231;{};{};{4,6,19,32,38,41,45,46,48,49,50,51,52,54};38;0;37
13;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;163;-231;{};{};{4,5,19,45,46,47,48,49,50,51,52,54};45;0;44
13;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;163;-231;{};{};{4,5,19,45,46,47,48,49,50,51,52,54};45;0;44
13;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;201;-231;{};{};{20,45,46,48,49,50,51,52,54};45;0;44
13;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;201;-231;{};{};{20,45,46,48,49,50,51,52,54};45;0;44
13;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;163;-231;{};{};{12,13,19,45,46,48,49,50,51,52,54};45;0;44
13;L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;144;-231;{};{};{12,13,19,32,45,46,48,49,50,51,52,54};45;0;44
13;L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;125;-231;{};{};{12,13,17,19,32,45,46,48,49,50,51,52,54};45;0;44
13;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;220;-231;{};{};{45,46,48,49,50,51,52,54};45;0;44
14;U03115|TRBV13*01|Homo sapiens|F|V-REGION|6502..6788|287 nt|1| | | | |287+0=287| | |;112;-234;{};{};{3,23,29,32,33,35,38,50,52};50;0;49
14;U07978|TRBV4-3*01|Homo sapiens|F|V-REGION|20943..21226|284 nt|1| | | | |284+0=284|partial in 5' and 3'| |;64;-231;{};{};{0,1,6,9,13,14,16,17,29,35,48,49,50};48;0;47
14;X58812|TRBV4-3*02|Homo sapiens|(F)|V-REGION|73..354|282 nt|1| | | | |282+0=282| Extended by 5 | |;64;-234;{};{};{0,1,6,9,13,14,16,17,29,35,48,49,50};48;0;47
14;U66059|TRBV5-1*01|Homo sapiens|F|V-REGION|113806..114091|286 nt|1| | | | |286+0=286| | |;245;-234;{};{};{50};50;0;49
14;X61439|TRBV5-3*01|Homo sapiens|ORF|V-REGION|417..702|286 nt|1| | | | |286+0=286| | |;131;-234;{};{};{2,3,29,35,38,44,50};50;0;49
14;AF009660|TRBV5-3*02|Homo sapiens|ORF|V-REGION|44205..44490|286 nt|1| | | | |286+0=286| | |;131;-234;{};{};{2,3,29,35,38,44,50};50;0;49
14;L36092|TRBV5-4*01|Homo sapiens|F|V-REGION|278005..278290|286 nt|1| | | | |286+0=286| | |;112;-234;{};{};{1,3,16,17,29,35,38,50};50;0;49
14;X57615|TRBV5-4*02|Homo sapiens|(F)|V-REGION|65..346|282 nt|1| | | | |282+0=282| Extended by 4 | |;112;-234;{};{};{1,3,16,17,29,35,38,50};50;0;49
14;L36092|TRBV5-5*01|Homo sapiens|F|V-REGION|297450..297735|286 nt|1| | | | |286+0=286| | |;112;-234;{};{};{1,3,9,10,29,35,38,50};50;0;49
14;L36092|TRBV5-6*01|Homo sapiens|F|V-REGION|314963..315248|286 nt|1| | | | |286+0=286| | |;112;-234;{};{};{1,3,9,10,29,35,38,50};50;0;49
14;L36092|TRBV5-7*01|Homo sapiens|ORF|V-REGION|334981..335266|286 nt|1| | | | |286+0=286| | |;93;-234;{};{};{1,3,9,10,14,29,35,38,50};50;0;49
14;L36092|TRBV5-8*01|Homo sapiens|F|V-REGION|355117..355402|286 nt|1| | | | |286+0=286| | |;131;-234;{};{};{1,3,16,29,35,38,50};50;0;49
14;U66059|TRBV9*01|Homo sapiens|F|V-REGION|206836..207121|286 nt|1| | | | |286+0=286| | |;53;-234;{};{};{3,5,6,23,26,27,29,33,35,38,48,50};23;0;22
15;M33233|TRBV11-1*01|Homo sapiens|F|V-REGION|747..1036|290 nt|1| | | | |290+0=290| | |;99;-234;{};{};{7,8,9,12,16,17,19,26,30,55};55;0;54
15;U66059|TRBV11-2*01|Homo sapiens|F|V-REGION|248813..249102|290 nt|1| | | | |290+0=290| | |;137;-234;{};{};{7,8,9,12,16,17,26,55};55;0;54
15;M33235|TRBV11-2*02|Homo sapiens|[F]|V-REGION|171..455|285 nt|1| | | | |285+0=285| Edited and Extended, partial in 3'| |;118;-234;{};{};{7,8,9,12,16,17,21,26,55};55;0;54
15;X58796|TRBV11-2*03|Homo sapiens|(F)|V-REGION|81..365|285 nt|1| | | | |285+0=285| | |;118;-234;{};{};{5,7,8,9,12,16,17,26,55};55;0;54
15;U03115|TRBV11-3*01|Homo sapiens|F|V-REGION|25513..25802|290 nt|1| | | | |290+0=290| | |;118;-234;{};{};{7,8,9,12,16,17,19,26,55};55;0;54
15;X06936|TRBV12-2*01|Homo sapiens|P|V-REGION|391..677|287 nt|1| | | | |287+0=287|partial in 5'| |;82;-231;{};{};{7,8,9,12,19,26,36,44,47,48,55};44;0;43
15;U66059|TRBV2*01|Homo sapiens|F|V-REGION|93697..93986|290 nt|1| | | | |290+0=290| | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,55};50;0;49
15;M64351|TRBV2*03|Homo sapiens|(F)|V-REGION|82..369|288 nt|1| | | | |288+0=288| Extended by 2 | |;74;-234;{};{};{4,6,7,12,16,26,30,35,36,50,51,52,55};50;0;49
15;X61444|TRBV7-1*01|Homo sapiens|ORF|V-REGION|1332..1621|290 nt|1| | | | |290+0=290| | |;179;-234;{};{};{0,19,25,26,29,52,55};52;0;51
15;X61442|TRBV7-2*01|Homo sapiens|F|V-REGION|545..834|290 nt|1| | | | |290+0=290| | |;251;-234;{};{};{26,55};55;0;54
15;X61443|TRBV7-2*02|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Extended by 6 | |;251;-234;{};{};{26,55};55;0;54
15;U07975|TRBV7-2*03|Homo sapiens|F|V-REGION|7806..8090|285 nt|1| | | | |285+0=285| Extended by 2 | |;232;-231;{};{};{26,42,55};55;0;54
15;X61443|TRBV7-2*05|Homo sapiens|F|V-REGION|192..475|284 nt|1| | | | |284+0=284| Discovered in Data, Possible Error, Not found in BLAST | |;232;-234;{};{};{12,26,55};55;0;54
15;X61440|TRBV7-3*01|Homo sapiens|F|V-REGION|748..1037|290 nt|1| | | | |290+0=290| | |;189;-234;{};{};{12,16,19,26,54,55};54;0;53
15;M97943|TRBV7-3*02|Homo sapiens|ORF|V-REGION|404..693|290 nt|1| | | | |290+0=290| | |;189;-234;{};{};{12,19,26,39,54,55};54;0;53
15;AF009660|TRBV7-3*03|Homo sapiens|ORF|V-REGION|39374..39663|290 nt|1| | | | |290+0=290| | |;170;-234;{};{};{12,19,26,31,39,54,55};54;0;53
15;X74843|TRBV7-3*04|Homo sapiens|(F)|V-REGION|140..426|287 nt|1| | | | |287+0=287| Extended by 3 | |;189;-234;{};{};{12,16,19,26,54,55};54;0;53
15;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;194;-234;{};{};{12,19,26,29,55};55;0;54
15;L36092|TRBV7-6*01|Homo sapiens|F|V-REGION|307097..307386|290 nt|1| | | | |290+0=290| | |;156;-234;{};{};{12,18,19,26,30,37,55};55;0;54
15;L36092|TRBV7-7*01|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| | |;137;-234;{};{};{2,12,18,19,26,30,37,55};55;0;54
15;L36092|TRBV7-7*03|Homo sapiens|F|V-REGION|326549..326838|290 nt|1| | | | |290+0=290| Discovered Allele in Data | Found by BLAST |;118;-234;{};{};{2,12,18,19,26,30,37,44,55};55;0;54
15;M11953|TRBV7-8*01|Homo sapiens|F|V-REGION|215..504|290 nt|1| | | | |290+0=290| | |;270;-234;{};{};{55};55;0;54
15;X61441|TRBV7-8*02|Homo sapiens|F|V-REGION|497..786|290 nt|1| | | | |290+0=290| | |;251;-234;{};{};{15,55};55;0;54
15;L36092|TRBV7-9*01|Homo sapiens|F|V-REGION|364320..364609|290 nt|1| | | | |290+0=290| | |;194;-234;{};{};{12,19,26,30,55};55;0;54
15;M14261|TRBV7-9*04|Homo sapiens|(F)|V-REGION|58..342|285 nt|1| | | | |285+0=285| | |;194;-234;{};{};{12,19,26,30,55};55;0;54
15;M27385|TRBV7-9*05|Homo sapiens|(F)|V-REGION|34..321|288 nt|1| | | | |288+0=288| Edited | |;194;-234;{};{};{12,19,26,30,55};55;0;54
15;X74844|TRBV7-9*06|Homo sapiens|(F)|V-REGION|100..387|288 nt|1| | | | |288+0=288| Edited | |;194;-234;{};{};{12,19,26,30,55};55;0;54
15;L14854|TRBV7-9*07|Homo sapiens|(F)|V-REGION|1..203|203 nt|1| | | | |203+0=203| Edited | |;175;-150;{};{};{12,15,19,26,30,55};55;0;54
16;X07224|TRBV12-1*01|Homo sapiens|P|V-REGION|381..667|287 nt|1| | | | |287+0=287|partial in 5'| |;63;-231;{};{};{9,10,11,25,26,28,29,30,32,38,44,47,48,50,53,55};25;0;24
16;X07192|TRBV12-3*01|Homo sapiens|F|V-REGION|426..715|290 nt|1| | | | |290+0=290| | |;177;-234;{};{};{35,38,44,47,48,53,55};44;0;43
16;K02546|TRBV12-4*01|Homo sapiens|F|V-REGION|158..447|290 nt|1| | | | |290+0=290| | |;177;-234;{};{};{35,38,44,47,48,53,55};44;0;43
16;M14264|TRBV12-4*02|Homo sapiens|(F)|V-REGION|58..345|288 nt|1| | | | |288+0=288| | |;177;-234;{};{};{35,38,44,47,48,53,55};44;0;43
16;X07223|TRBV12-5*01|Homo sapiens|F|V-REGION|392..681|290 nt|1| | | | |290+0=290| | |;275;-234;{};{};{};56;0;55
16;U03115|TRBV17*01|Homo sapiens|ORF|V-REGION|72572..72858|287 nt|1| | | | |287+0=287| | |;80;-234;{};{};{5,9,14,17,29,36,38,40,41,42,43,47,51,52};36;0;35
16;L36092|TRBV7-4*01|Homo sapiens|F|V-REGION|270051..270340|290 nt|1| | | | |290+0=290| | |;63;-234;{};{};{7,9,14,16,17,18,36,38,44,47,48,50,53,55};44;0;43
17;M11951|TRBV24-1*01|Homo sapiens|F|V-REGION|189..476|288 nt|1| | | | |288+0=288| | |;275;-228;{};{};{56,57,58};56;0;55
17;L36092|TRBV25-1*01|Homo sapiens|F|V-REGION|504596..504882|287 nt|1| | | | |287+0=287| | |;56;-228;{};{};{0,5,16,17,21,22,23,26,29,30,34,35,39,49,57,58};16;0;15
17;L36092|TRBV26*01|Homo sapiens|P|V-REGION|529534..529820|287 nt|1| | | | |287+0=287| | |;69;-228;{};{};{0,5,6,16,18,30,33,35,38,39,43,49,54,55,57};30;0;29
17;L36092|TRBV27*01|Homo sapiens|F|V-REGION|549224..549510|287 nt|1| | | | |287+0=287| | |;94;-228;{};{};{0,1,5,11,12,16,29,30,35,49,54,55,57};54;0;53
17;U08314|TRBV28*01|Homo sapiens|F|V-REGION|408..694|287 nt|1| | | | |287+0=287| | |;56;-228;{};{};{0,1,2,5,11,16,18,30,33,35,39,49,54,55,57,58};54;0;53
18;U66059|TRBV10-1*01|Homo sapiens|F|V-REGION|214801..215087|287 nt|1| | | | |287+0=287| | |;52;-225;{};{};{2,3,4,5,6,14,20,21,29,38,41,47,57,58,59};57;0;56
